@manan Hahaha don't worry Microsoft will giveaway WP7 devices to all attendees. :D	
RT @DailySource: COLUMNS AND OP-ED: Microsoft's Windows Phone revenue: $613 million, at the very most. (Seattle Post-Intelligencer): htt ...	
I'd love to have my hands on a Windows Phone 7. Now that it can be rooted, I wanna see how Microsoft does thier thing.	
RT @Phonedog_Noah: Microsoft and AT&T WIndows Phone 7 press conference Oct 11 in NYC.  We'll be there live!	
@oOScottyBOo Cool just seen that WP7 are getting a huge update soon so hopefully Microsoft are going to spend few Billion $ =]	
RT @Symbiantweet: Spice-up ur #Windows Phone with Exclusive #Ringtones , #Wallpapers , Apps & #Games with #Microsoft ‘Insider' - http:// ...	
Windows 8 is so well designed, it's just frustrating that I can't use it! But Microsoft have finally regained their creativity with WP7&W8	
I need a widows phone 7 test device. #wp7 #wpdev any Microsoft guys want to send one :)	1
RT @TheBeatnikBill: how does microsoft own skype, but there's no windows phone app? i really like windows phone, but my gut tells me its ...	
dear Microsoft, you have my attention again, now don't screw this up. . . #wp7	1
@domineus #Microsoft won't break backward compatibility of OS upgrades with older hardware. Period #WP7 #WP8	
I received the #windowsphone Samsung Focus Flash new from core77/Microsoft. Anyone interested to buy it? I already have the Focus S. #wpdev	
Leaked Microsoft roadmap reveals Office 15, IE 10 and Windows Phone details If accurate, then this leaked Microsoft roadmap that's just s	
Nokia Lumia 800 comes with an 8 Mega pixel camra linse is "Carl Zeiss Tessar" #WP7 #Nokia #Lumia #Mango #Microsoft	
Im at microsoft using a mac... It feels wrong... Im gonna see if theyll give me a windows phone 7.	
Hey #Microsoft_Tag, why do #wp7 users need to take a picture of a #tag, while #iphone users auto detect a #mstag ? #NewFeatureRequest ?	
RT @jphelminen: Nokia and Microsoft WP7 co-marketing deal in action (I guess), wonder how they do accounting for this transaction at MS  ...	
Microsoft's Windows Phone 7 Plays the Long Game: By some analyst estimates, Microsoft has poured hundreds of millions of dollars into...	
RT @Rishadt: Windows Phone proves starting fresh can work wonders. Now its up to Nokia. NYTimes: The Critics Rave ... for Microsoft? htt ...	
@Microsoft Chat Status Scheduling - Yes I'm referring to #WP7	
Apple:iOS,Google:Android, both sound interesting. Then there's Microsoft:Windows Phone. Not a very interesting name. I think...	
@LeriP Windows Phone OS... You like it? THis something to do with microsoft+skype deal?	
@Microsoft @TMobile @WinPhoneSupport @windowsphone @htc Have I mentioned that WP7 ROCKS!  just that the hardware is disappointing.  NO 4G?	
Looks like Microsoft ended up honoring the deal and then some. Congrats to the GNex owner that now has a new PC and Windows Phone	
RT @dnystedt: New version of Windows Phone 7, Mango, will help Microsoft nab 5% smartphone share in Q4, Digitimes says, quoting "Taiwan  ...	
New $500M Microsoft ad campaign for Windows Phone 7 gives me an impression that the company is against all smartphones. Terrible ads.	
Difficult to see where Nokia get out off this mess. Windows phone 8 has to cone out as quickly as humanly possible #Nokia #Microsoft	
Playstation Suite sounds like what Microsoft did with XBL & Windows phone 7. Just sayin'	
Coalition of the wounded. End of Symbian? RT @ezgandroid: Forget Android, Nokia Planning to Partner Up with Microsoft and Windows Phone 7?	
RT @Microsoft: Are you part of the @WindowsPhone "Inner Circle?" Go hands-on with the latest Windows Phones ...	
LOL @microsoft thinks Windows Phone 7 will kill the iPhone right off. LMAO!	
RT @vcwrest12: Chuck Norris can download iphone apps through the android market on his windows phone using microsoft word.	
Uploaded my first Windows Phone App to the marketplace. "Wurmi" is a cute version of the original snake game. Waiting for Microsoft release.	
@MicrosoftStore @WindowsPhone I'd love to get @spotify on my Windows Phone asap!	1
Very proud of my team, our beta app certified for #windowsphone, recognized in #Microsoft #30toLaunch campaign Hall of Fame!	
@dudicusrex Windows Phone 7 is the same across carriers and manufacturers. Updates will come from Microsoft, not the carriers.	
RT @trojankitten: NPD study: 45% of people don't know what's "Windows Phone." Microsoft's advertising agency must be great. The brand it ...	
RT @moser_christian: Microsoft will introduce metro UI on any platform: Windows 8, Windows Phone 7, XBox 360, Zune, microsoft.com and MS ...	
Still no #wp7 update for #Mozart 7?? Come on #Microsoft -Remus	1
I second guessed myself when writing that tweet. Yes, Microsoft was actually stupid enough to call its mobile platform "Windows Phone 7."	
RT @JavierGM: TechNet Blogs: Microsoft Shows New Features and Future Direction for Windows Phone 7: Microsoft today kicked... http://bit ...	
with Nokia partnering with Microsoft to have WP7 phones,am wanting to go back to Nokia phones (but only those with WP7 on it) #fb	
#Microsoft integrating #Skype into Windows Phone 7 after Mango release? hmmmm @thurrott @joshuatopolsky @leolaporte #wp7	
Can Microsoft (or anyone, for that matter) explain why Photosynth isn't available for Windows Phone?	
RT @Microsoftbe: New Windows Phone 7 launches soon in Belgium! Tonight, we give you a preview! Follow #wp7be today if you can't make it ...	
RT @dgaust: Why doesn't Australia get Smart DJ functionality with Zune Pass? #wp7 @ZuneSupport Microsoft #fail at regional support.	
RT @ajb_johnson: Microsoft keynote windows phone demo at #ces had Michael Gartenberg slipped in  under People tile. Cool.	
@jasedeacon I suppose you're right it would be taken that way... but "Microsoft Visual Studio 2010 Express for Windows Phone"... come on! :)	
Got a nice new #WP7 :) thanks @Microsoft  and @LionheadStudios !	
Instead of $100 now u have chance to win a $1,000 pc if u beat a windows phone! http://microsoft-ups-smoked-windows-phone-challenge-prizes/	
I read today that Windows Phone 7 will only be released on GSM in 2010... You're welcome Microsoft for staying loyal... suck a fart!	
@SteveMartinToGo Rumor is that Microsoft has a bonus for the guy that flips you from an iphone to a Windows phone.	
RT @Plip: "silverlight penetration is at 50% and increasing" "Microsoft commands a large gaming audience" "windows phone is where it wil ...	
Either @microsoft is in cahoots with #theleague or their community manager's WP7 just lit up like a Christmas tree. #ToTheCloud!	
RT @windowsphonenet: Xbox Live Coming to Windows Phone 7 Says Microsoft at Gamescom 2011 - ITProPortal: Computing Xbox Live Coming to... ...	
#windowsphone7 reasons why you need one, I don't need reasons. I want it now. #Microsoft #ces	
iPhone: 'you know pornography when you see it.' WP7: 'no, THIS is pornography' @sparklingclient on Microsoft's clear policy documents	
RT @Scobleizer:There is already more excitement on Twitter for Microsoft's Windows Phone 7 than for Nokia N8 or RIM'sThat says volumes. #wp7	
@Thoughts_at_wrk Microsoft will probably ignore the problem till a big site makes some noise and compares to the iphone. #wp7	
I've been supporting #Microsoft PocketPC, #Smartphone, #WindowsMobile & now #WindowsPhone, since 2001. I think I deserve a #Nokia Lumia, no?	
#windowsphone #mango handsets are still nowhere to be seen here (besides Orange selling the HTC Radar)... #fail #wp7 #microsoft	
RT @nkast: RT @MicrosoftYPOP Angry Birds and Sonic arriving for Windows Phone: Windows Phone 7 has received a huge boost... http://tinyu ...	
A bit weird. RT @BWoneDotCom Nokia announces partnership with Microsoft going to be making Windows Phone 7 Nokia devices	
Microsoft/Windows Phone will enter 23 new countries, including China, many of them with the lower-cost phones being announced today	
Microsoft is that a marketing campaign for Windows Phone 7? Really? #PDC10	
Is the #WindowsPhone offering of #PDC10 for all attendees all over the world. :) #Microsoft #pdc2010	
WP7 devices won't be upgradable to WP8, are you @microsoft sure abt that decision? Apple's iOS updates slow older devices? Are you kidding?!	
@joebelfiore @pocketnowtweets @samsungwp7 @WindowsPhoneNL @WindowsPhonePro @windowsphone when Microsoft plan to support arabic in WP7?	
@WindowsTapp Microsoft finally showed us very quickly X Box games on Windows Phone 7 at #mvLaunch	
#Android phone having trouble syncing with Microsoft Exchange. Is this Microsoft 's way of telling me to buy a #windows phone? #wp7	
@scowle74 showed me his new Windows phone. Looks good. Then it crashed of course. #lovemicrosoft	
@Microsoft could give Windows Phone 7 for MIC's ; ) #MICSummit #WP7	
Make sure to read my hands-on impressions of Microsoft's latest update tomorrow! A Week With NoDo drops tomorrow at 8AM PST! #WP7 #WPD	
RT @andref1989: Hey Microsoft, I have an idea: If a person buys a device running WP7 unlocked and without a contract, make it dev unlock ...	1
RT @RajivMakhni: How Microsoft Hit CTRL+ALT+DEL on Windows mobile(The making of Windows Phone 7 required Microsoft to completely reboot) ...	
@Jon4Lakers this is actually going on @ all Microsoft stores. If your phone can beat WP, then you win a laptop. Lose, trade for a WP7 phone.	
RT @marylin_ad: RT @MS_Student: RT @MSFTcareers: Check out the #WindowsPhone apps that won #Microsoft's employee app building contest: h ...	
@612brisbane I get my purchased & rental movies from the Microsoft Zune Marketplace. I can watch them on my Windows PC and my Windows Phone.	
Ballmer is convincing me to want a windows phone. #suspensionofdisbelief #microsoftlivestream #ishouldjustwatchunitedstatesoftara	
And yet, no front facing camera. "@MicrosoftIndia: Shiv says, "The Windows Phone based Nokia Lumia is the best socially integrated phone""	
80s, IBM decide use the Microsoft DOS... 2011 Nokia decide use WP7... Microsoft collecting souls...	
@windowsphone Is Microsoft going to add an API for address book acces? We need WhatsApp for WP7, and that's holding them back.	1
Well after using WP7 my experience was surprisingly smooth. Not bad Microsoft... for once.	
@JeffWeber if you hadn't noticed, Nokia's stock continues to plummet and both Nokia and Microsoft admit to issues with moving Nokia to WP7	
@jonjons Microsoft have said that (for better or worse) Windows Phone 7 is their handheld gaming platform.	
RT @DrW_Qass: Nokia and Microsoft partner up. WP7 on Nokia handsets, good on 'em.	
Meanwhile, outside one of Microsoft's repurposed zeppelin hangers filled with Windows phones, Steve Ballmer kicks at the dirt.	
After a lengthy beta, Microsoft rolled out Skype for Windows Phone on the market ...	
Electronista, three handsets appear to be the frontrunners for Microsoft's Windows Phone 7 launch, and	
Microsoft Releases SkyDrive Cloud Service Apps for Windows Phone and the iPhone	
Too sad that Microsoft hasn't released a featured YouTube app for the windows phone 7....	
@DGoughie windows phones suck as do things running of Microsoft operating systems in general, go back and get an android or iPhone.	
#Nokia + #Microsoft = Windows Phone primary smartphone platform for #nokia	
Microsoft Battles Delays in Windows Phone App Approvals	
@joshuatopolsky Ignore the Microsoft fanboys. You're the first person that has the balls to say WP7 isn't where it needs to be. Respect bro.	
@jcernelli Yup, Nokia to go Windows Phone 7. I blame the CEO being an ex-Microsoftie.	
@BullTard microsoft bad management? Did you close your eyes the past couple years? xbox live alone is a billion dollar business.. wp7 and w8	
@roomitchell ah - only Microsoft platform. Would £50k buy all the Windows Phones in Scotland?	
Microsoft's Windows Phone 7  will go on sale worldwide with a total of nine devices available by the end of the year across the globe.	
#Nokia and #Microsoft two weak spots combining their strength #windowsphone7	
@MWC Microsoft Ballmer's keynote: Users are really happy with WP7. Good news for Nokia - also according Mr. Elop who joined  Ballmer's pres...	
I read that Microsoft allows sideloading apps on #WP7, but you have to pay for it, I'm starting to feel suspiscious about @ChevronWP7 :S	
